,Timestamps,Content
1112,00:43:11.920 --> 00:43:12.460,[zh] too
1113,00:43:12.460 --> 00:43:12.740,[zh] yeah
1114,00:43:12.740 --> 00:43:13.000,[zh] yeah
1115,00:43:13.000 --> 00:43:13.420,[zh] okay
1116,00:43:13.420 --> 00:43:13.960,[zh] okay
1117,00:43:13.960 --> 00:43:15.700,[zh] I think it's a good idea
1118,00:43:15.700 --> 00:43:16.520,[zh] as a tool
1119,00:43:16.520 --> 00:43:17.320,[zh] to get
1120,00:43:17.320 --> 00:43:19.420,[zh] to grab the general meanings
1121,00:43:19.420 --> 00:43:19.740,[zh] yeah
1122,00:43:19.740 --> 00:43:20.240,[zh] okay
1123,00:43:20.240 --> 00:43:20.740,[zh] 好了
1124,00:43:20.740 --> 00:43:21.740,[zh] 那我们今天的
1125,00:43:21.740 --> 00:43:22.500,[zh] oh
1126,00:43:22.500 --> 00:43:23.080,[zh] you找不到
1127,00:43:23.080 --> 00:43:23.580,[zh] okay
1128,00:43:23.580 --> 00:43:24.080,[zh] ah
1129,00:43:24.080 --> 00:43:25.580,[zh] 我会发到存里面
1130,00:43:25.580 --> 00:43:27.780,[zh] 在我们的存里面有
1131,00:43:27.780 --> 00:43:29.980,[zh] 然后你们找到就行了
1132,00:43:29.980 --> 00:43:30.280,[zh] okay
1133,00:43:30.280 --> 00:43:31.600,[zh] thank you very much
1134,00:43:31.600 --> 00:43:32.080,[zh] Dr.Pino
1135,00:43:32.080 --> 00:43:33.500,[zh] I think it's a wonderful lecture
1136,00:43:33.500 --> 00:43:33.900,[zh] about
1137,00:43:33.900 --> 00:43:34.580,[zh] about
1138,00:43:34.580 --> 00:43:35.480,[zh] the
1139,00:43:35.480 --> 00:43:35.940,[zh] church
1140,00:43:35.940 --> 00:43:36.200,[zh] and
1141,00:43:36.200 --> 00:43:37.480,[zh] the
1142,00:43:37.480 --> 00:43:37.840,[zh] bible
1143,00:43:37.840 --> 00:43:38.040,[zh] and
1144,00:43:38.040 --> 00:43:38.400,[zh] the
1145,00:43:38.400 --> 00:43:38.640,[zh] church
1146,00:43:38.640 --> 00:43:39.040,[zh] forses
1147,00:43:39.040 --> 00:43:39.680,[zh] and
1148,00:43:39.680 --> 00:43:40.640,[zh] hopefully
1149,00:43:40.640 --> 00:43:41.400,[zh] we have
1150,00:43:41.400 --> 00:43:42.240,[zh] fother
1151,00:43:42.240 --> 00:43:43.240,[zh] coberations
1152,00:43:43.240 --> 00:43:44.040,[zh] and
1153,00:43:44.040 --> 00:43:45.840,[zh] I don't
1154,00:43:45.840 --> 00:43:46.540,[zh] know
1155,00:43:46.540 --> 00:43:47.080,[zh] oh
1156,00:43:47.080 --> 00:43:47.500,[zh] yeah
1157,00:43:47.500 --> 00:43:48.580,[zh] yeah
1158,00:43:48.580 --> 00:43:50.780,[zh] lut
1159,00:43:50.780 --> 00:43:52.440,[zh] печ
1160,00:43:52.440 --> 00:43:52.620,[zh] Jeez
1161,00:43:52.620 --> 00:43:54.320,[zh] t
1162,00:43:54.320 --> 00:44:08.540,[zh] oh
1163,00:44:08.540 --> 00:44:09.840,[zh] you
1164,00:44:09.840 --> 00:44:10.280,[zh] do
1165,00:44:10.280 --> 00:44:11.040,[zh] 1940
1166,00:44:11.040 --> 00:44:12.100,[zh] st
1167,00:44:12.100 --> 00:44:12.900,[zh] 不
1168,00:44:12.900 --> 00:44:14.460,[zh] security
1169,00:44:14.460 --> 00:44:14.980,[zh] who
1170,00:44:14.980 --> 00:44:17.820,[zh] 去更理解
1171,00:44:17.820 --> 00:44:21.780,[zh] PAPA's patristic institution
1172,00:44:21.780 --> 00:44:26.780,[zh] which Director Dr. Pino will be here.
1173,00:44:26.780 --> 00:44:30.020,"[zh] So information, you can ask me"
1174,00:44:30.020 --> 00:44:33.220,[zh] and can ask Dr. Pino for further information.
1175,00:44:33.220 --> 00:44:34.140,[zh] Okay?
1176,00:44:34.140 --> 00:44:35.820,[zh] 所以大家可以通过这个网站
1177,00:44:35.820 --> 00:44:37.500,"[zh] 去了解他们的油管平台,"
1178,00:44:37.500 --> 00:44:38.500,"[zh] 他们开的课程,"
1179,00:44:38.500 --> 00:44:39.980,"[zh] 他们的讲座,信息,"
1180,00:44:39.980 --> 00:44:41.820,"[zh] 通过听到,"
1181,00:44:41.820 --> 00:44:43.580,"[zh] 对,就是这些,"
1182,00:44:43.580 --> 00:44:46.580,"[zh] 好了,好,今天我们就大概到这里,"
1183,00:44:46.580 --> 00:44:47.340,[zh] 谢谢大家。
1184,00:44:47.340 --> 00:44:49.340,"[zh] Okay, thank you again, Dr. Pino,"
1185,00:44:49.340 --> 00:44:52.180,[zh] and it's wonderful to have you here.
1186,00:44:52.180 --> 00:44:53.980,[zh] Thank you so much.
1187,00:44:53.980 --> 00:44:54.740,[zh] I'm in China.
1188,00:44:54.740 --> 00:44:56.220,"[zh] Yeah, yeah."
